"","Column1","Column2","Column3","Column4","Column5","predictKNN"
"7737",-2,-3,-1,2,0,0
"7738",1,0,3,1,1,1
"7739",3,4,-1,1,-1,-1
"7740",4,-1,3,3,0,0
"7741",-2,2,0,1,-2,-2
"7742",-3,4,-3,3,-5,-5
"7743",0,-4,0,3,0,0
"7744",-3,5,3,3,4,4
"7745",5,0,3,2,2,2
"7746",3,5,-2,3,-2,-2
"7747",0,-2,3,2,-3,-2
"7748",-4,4,1,3,0,0
"7749",5,4,-1,1,1,1
"7750",2,0,-2,1,2,2
"7751",-2,-2,3,2,-4,-4
"7752",4,0,-3,1,4,4
"7753",0,3,1,3,1,1
"7754",-1,-3,3,1,-10,-10
"7756",2,0,4,3,0,0
"7757",4,2,-2,2,0,0
"7758",1,4,2,1,9,9
"7759",5,-3,1,2,1,0
"7760",5,4,-2,1,-3,-3
"7761",3,-4,4,1,-13,-13
"7763",2,3,2,2,4,4
"7764",-4,0,-1,2,-2,-2
"7766",5,-1,-3,2,4,4
"7767",-2,3,3,2,3,3
"7768",3,-5,-2,3,4,4
"7769",1,0,3,2,0,0
"7770",-1,-3,-3,1,8,8
"7771",1,4,-2,1,-7,-7
"7772",-2,1,2,3,0,0
"7773",-4,-3,4,2,-8,-8
"7774",3,5,2,1,13,13
"7775",5,5,0,2,2,2
"7776",-4,2,4,3,1,1
"7777",-3,-2,0,1,-3,-3
"7778",0,4,4,3,5,5
"7779",4,-1,-2,3,2,2
"7780",-4,-5,0,3,-1,-1
"7781",3,-2,-3,1,9,9
"7782",-5,4,4,1,11,11
"7783",4,-1,3,3,0,0
"7784",-4,-3,4,1,-16,-15
"7785",-2,0,4,2,-1,-1
"7786",-1,-2,0,2,0,0
"7787",-2,1,3,2,0,0
"7788",1,2,-1,3,0,0
"7789",-3,0,2,2,-1,-1
"7790",-3,-5,2,1,-13,-13
"7791",5,0,4,3,1,1
"7792",-2,-2,-3,2,2,1
"7793",4,2,2,3,2,2
"7795",2,3,-3,1,-7,-6
"7796",-5,4,-2,2,-6,-6
"7797",5,4,1,3,3,3
"7798",4,2,2,2,4,4
"7799",2,4,0,3,0,0
"7800",0,4,3,1,12,12
"7801",4,-4,-3,1,16,16
"7802",5,1,4,1,9,9
"7803",-4,-1,0,2,-2,-2
"7804",0,3,-2,3,-2,-2
"7805",4,3,-2,1,-2,-1
"7806",-5,-2,-3,1,1,1
"7807",0,-3,0,2,0,0
"7808",2,2,2,2,3,3
"7810",3,-4,-3,2,7,7
"7811",-4,-1,-1,1,-3,-2
"7812",5,1,3,1,8,7
"7813",-1,-5,0,3,0,0
"7815",3,-2,0,3,1,0
"7816",4,-4,1,1,0,0
"7817",4,-4,3,3,-2,-2
"7819",-3,-3,-1,2,0,0
"7820",5,-1,-1,1,6,5
"7821",-1,-2,0,1,-1,-1
"7822",4,0,3,1,4,4
"7823",2,-4,-1,3,2,2
"7824",-3,-1,3,1,-6,-6
"7825",-3,-1,0,2,-1,-1
"7826",-4,5,-3,3,-6,-6
"7827",-1,0,0,1,-1,-1
"7828",4,2,1,3,2,2
"7829",-5,5,-1,1,-10,-9
"7830",-3,5,-3,3,-6,-5
"7831",4,-5,2,3,-2,-2
"7832",-2,3,-3,3,-3,-3
"7833",4,2,-2,2,0,0
"7834",-5,0,0,3,-1,-1
"7836",-5,3,1,3,0,0
"7837",-2,-4,1,1,-6,-6
"7838",4,-1,4,1,0,0
"7839",-3,-3,-1,1,0,0
"7840",3,0,-1,2,1,1
"7841",1,5,-3,1,-14,-14
"7842",-5,-5,-3,1,10,10
"7843",-4,-2,3,3,-3,-3
"7844",3,2,3,2,4,4
"7845",-4,0,-2,3,-1,-1
"7846",-1,1,0,1,-1,0
"7847",5,-5,-1,3,3,3
"7848",1,2,-1,1,-1,-1
"7849",5,-5,2,2,-2,-2
"7850",5,-4,1,1,1,1
"7851",-2,-4,-1,1,2,1
"7852",-5,-3,1,3,-2,-2
"7853",-2,-1,1,3,-1,-1
"7854",1,-3,2,1,-5,-5
"7855",4,-3,1,3,0,0
"7856",-3,2,0,1,-3,-3
"7857",-4,1,-3,3,-2,-2
"7858",0,-2,-3,2,3,2
"7859",4,-2,0,3,1,1
"7860",1,0,-3,3,0,0
"7862",-4,5,3,3,3,3
"7863",5,-1,-2,1,7,7
"7864",2,-1,-1,2,1,1
"7866",-3,-2,4,1,-11,-10
"7867",3,4,2,1,11,11
"7868",4,-5,-3,3,6,6
"7869",-1,4,-3,3,-4,-4
"7870",-5,2,-3,3,-3,-3
"7871",1,5,3,1,16,16
"7872",-4,3,-2,2,-5,-5
"7873",5,1,0,1,5,5
"7874",-2,2,1,3,0,0
"7875",-3,-4,0,3,-1,-1
"7876",5,0,0,1,5,4
"7877",0,-2,-1,1,2,2
"7878",1,0,1,3,0,0
"7879",2,-4,-2,3,3,3
"7881",3,-3,1,2,0,0
"7882",3,-2,4,2,-2,-2
"7883",-1,1,0,3,0,0
"7884",317,-4,0,3,1,0
"7885",-2,-1,4,2,-3,-3
"7886",0,2,-3,1,-6,-6
"7887",-1,5,3,3,4,4
"7888",-3,0,1,3,-1,0
"7889",-1,4,-1,1,-5,-5
"7890",-3,-3,-1,1,0,0
"7891",1,0,0,3,0,0
"7892",3,-5,-3,3,6,5
"7893",5,1,-3,2,1,1
"7894",5,0,3,1,5,4
"7895",3,4,2,2,5,5
"7896",2,3,-1,2,0,0
"7897",-3,-5,2,1,-13,-13
"7898",4,-5,4,2,-8,-8
"7899",-2,1,4,1,2,2
"7900",-3,-2,-1,3,0,0
"7902",-5,3,4,1,7,7
"7903",3,1,-3,1,0,0
"7904",0,-4,-3,2,6,5
"7905",0,3,2,2,3,2
"7907",3,4,-2,1,-5,-5
"7908",316,3,-2,2,-1,0
"7909",-5,2,-3,2,-5,-5
"7910",-1,5,4,2,9,9
"7911",1,1,-1,3,0,0
"7912",4,-3,1,3,0,0
"7913",0,4,-3,2,-6,-6
"7914",-4,-4,3,2,-8,-8
"7915",1,-3,1,1,-2,-2
"7916",1,-3,3,1,-8,-8
"7917",3,0,-1,2,1,1
"7918",-1,4,4,2,7,7
"7919",0,5,3,1,15,15
"7920",5,1,-2,3,1,1
"7921",-1,3,2,3,1,1
"7923",2,-5,0,3,0,0
"7924",-4,-2,0,1,-4,-4
"7925",0,-4,2,1,-8,-8
"7926",3,2,-1,1,1,1
"7927",-2,-5,-2,1,8,8
"7928",-4,-2,-1,2,-1,-1
"7929",3,4,1,3,2,2
"7930",1,-3,-1,2,2,2
"7931",-4,-2,2,1,-8,-8
"7932",3,-3,2,2,-1,-1
"7933",-4,5,-1,1,-9,-8
"7934",-4,-5,0,2,-2,-2
"7936",1,-3,2,2,-2,-2
"7937",-2,-4,-1,2,1,0
"7938",-2,-1,-3,1,1,1
"7939",-2,5,-2,1,-12,-12
"7940",3,2,-2,2,0,0
"7941",-2,-3,0,2,-1,-1
"7942",-5,3,1,2,-1,-1
"7943",4,1,4,1,8,8
"7944",-3,0,2,3,-1,-1
"7945",-3,-2,-3,3,1,1
"7946",-1,1,4,3,1,0
"7948",-3,-5,-1,2,1,0
"7949",2,-1,-3,3,1,1
"7950",1,-5,0,3,0,0
"7951",-3,4,-3,1,-15,-14
"7952",1,3,-1,3,0,0
"7953",5,-5,-1,1,10,9
"7955",-3,1,4,2,0,0
"7958",-5,1,0,2,-2,-2
"7959",2,1,0,2,1,1
"7960",0,3,2,1,6,5
"7961",-1,-1,-3,2,1,0
"7962",5,-1,-2,1,7,7
"7963",4,5,-2,2,-3,-3
"7964",1,3,2,3,2,2
"7965",2,-1,-3,3,1,1
"7966",4,0,3,2,2,2
"7967",-1,3,-1,3,-1,-1
"7968",-4,-2,3,3,-3,-3
"7969",4,-5,-2,2,7,7
"7970",4,4,-3,3,-2,-2
"7971",2,-2,-1,3,1,1
"7972",-3,-2,2,1,-7,-7
"7973",2,4,1,2,3,3
"7974",5,5,3,2,10,10
"7975",4,2,-3,3,0,0
"7976",-5,-3,4,2,-8,-8
"7977",4,0,-3,2,2,2
"7978",3,-3,-3,3,4,3
"7979",5,4,3,3,5,5
"7980",3,-4,-3,3,5,4
"7981",4,-4,-3,1,16,16
"7982",-1,1,0,2,0,0
"7983",5,-1,1,2,2,1
"7984",5,-2,1,1,3,2
"7985",-2,4,0,2,-1,-1
"7986",-2,-2,-2,1,2,1
"7987",-3,0,-1,1,-3,-2
"7988",0,1,3,3,1,0
"7989",1,-1,-2,2,1,1
"7990",4,-3,2,3,0,0
"7991",1,-2,3,3,-1,-1
"7992",5,1,2,3,2,2
"7993",0,2,2,3,1,1
"7994",-3,-5,-2,2,3,3
"7995",-3,-5,-2,3,2,2
"7996",0,-2,4,1,-8,-7
"7997",-2,2,1,2,0,0
"7998",-1,-4,3,3,-4,-4
"7999",4,-5,3,1,-11,-11
"8000",1,-5,0,2,0,0
"8001",2,-2,2,2,-1,0
"8002",0,4,-1,1,-4,-4
"8003",5,2,0,2,2,2
"8004",2,-1,-3,2,2,2
"8005",2,3,-1,2,0,0
"8006",3,-1,-3,2,3,3
"8007",-5,1,3,1,-2,-2
"8008",-4,0,-3,2,-2,-2
"8009",4,-1,-1,3,1,1
"8010",-3,-5,0,1,-3,-3
"8011",5,4,2,1,13,12
"8012",2,2,2,3,2,1
"8013",-2,-4,2,2,-5,-5
"8014",4,0,4,3,1,1
"8015",-5,-5,-2,3,1,1
"8016",-1,4,-3,1,-13,-13
"8017",2,5,-3,1,-13,-13
"8018",-5,-4,3,2,-8,-8
"8019",-1,2,-2,3,-1,-1
"8020",2,-5,4,3,-6,-6
"8021",-1,-3,2,2,-3,-3
"8022",4,2,0,2,2,2
"8023",4,-4,0,3,1,1
"8024",-3,5,-1,3,-2,-2
"8025",3,-4,2,2,-2,-2
"8026",5,-1,0,1,5,5
"8027",2,4,4,2,9,9
"8028",1,1,-2,3,0,0
"8029",-3,2,2,3,0,0
"8030",0,5,-1,3,-1,-1
"8031",-5,2,2,2,0,0
"8032",0,-5,3,2,-7,-7
"8033",5,-4,1,2,0,0
"8034",0,-5,4,2,-10,-10
"8035",4,-3,-3,1,13,13
"8036",2,3,1,2,2,2
"8037",-4,-2,2,1,-8,-8
"8038",-5,1,1,2,-2,-1
"8039",-1,2,1,2,0,0
"8040",5,2,-1,2,1,1
"8041",-5,1,1,3,-1,-1
"8042",3,1,3,3,2,2
"8043",-4,-3,3,3,-4,-4
"8044",-2,-2,-3,2,2,1
"8045",-1,-5,3,3,-5,-5
"8046",-1,0,-2,3,0,0
"8047",2,1,-3,2,0,0
"8048",-3,3,-1,2,-3,-3
"8049",-2,2,-1,2,-2,-2
"8050",-1,3,3,3,2,2
"8051",-1,-5,0,2,0,0
"8052",4,-5,-3,1,19,19
"8053",1,-1,-1,3,0,0
"8054",-4,-1,3,3,-2,-2
"8055",0,4,0,2,0,0
"8056",-5,2,1,2,-1,-1
"8057",5,-2,3,1,-1,-1
"8058",-4,3,-1,1,-7,-7
"8059",-2,4,-2,2,-5,-5
"8060",-2,4,4,1,14,14
"8061",-4,-2,2,2,-4,-3
"8062",2,-5,3,1,-13,-13
"8063",0,-3,3,3,-3,-3
"8064",4,0,-2,3,1,1
"8065",-5,3,3,1,4,4
"8066",-2,-2,3,1,-8,-8
"8067",-3,1,3,3,0,0
"8068",0,-1,3,3,-1,0
"8069",-5,-1,3,1,-8,-7
"8070",-3,-1,2,2,-2,-2
"8071",-1,5,3,1,14,13
"8072",-5,-4,-3,1,7,7
"8073",2,-3,4,3,-3,-3
"8074",1,-4,2,2,-3,-3
"8075",2,1,3,2,2,2
"8076",2,5,2,1,12,12
"8077",1,0,2,1,1,1
"8078",3,1,-2,2,0,0
"8079",4,2,-3,3,0,0
"8080",1,-4,-3,3,4,4
"8081",-5,2,3,3,0,0
"8082",1,3,4,3,4,4
"8083",1,2,-2,2,-1,-1
"8084",-3,-1,-3,2,0,0
"8085",-1,0,-1,2,0,0
"8086",-3,-3,-2,2,1,1
"8087",-1,-5,-3,2,7,7
"8088",-5,-3,3,2,-7,-6
"8089",-3,-2,-1,3,0,0
"8090",2,4,3,2,7,7
"8091",-4,5,-1,3,-3,-2
"8092",-1,-2,-1,1,1,1
"8093",-2,3,-3,3,-3,-3
"8094",3,2,-2,2,0,0
"8095",2,-4,0,3,0,0
"8096",0,4,-3,1,-12,-12
"8097",1,4,-3,3,-3,-3
"8098",3,-1,3,2,0,0
"8099",1,4,1,2,2,2
"8100",-3,4,-2,2,-5,-5
"8101",3,-1,1,2,1,1
"8102",2,-1,-3,1,5,5
"8103",1,1,0,2,0,0
"8104",-5,-4,-1,1,-1,0
"8105",4,1,3,3,2,2
"8106",-5,-3,2,3,-3,-3
"8107",1,-2,4,3,-2,-2
"8108",4,4,3,2,8,8
"8109",4,2,-2,1,0,0
"8110",-4,2,3,2,1,1
"8111",-3,-5,2,3,-4,-4
"8112",-3,4,4,2,6,6
"8113",2,5,2,2,6,6
"8114",3,-2,0,2,1,1
"8115",-1,3,4,3,3,3
"8116",-3,-5,2,1,-13,-13
"8117",0,-3,-1,2,1,1
"8119",4,4,1,1,8,8
"8120",-1,4,-2,3,-3,-2
"8121",4,5,-1,2,0,0
"8122",-2,4,3,2,5,5
"8124",4,3,3,1,13,12
"8125",2,2,-2,1,-2,-2
"8126",2,-3,4,2,-5,-5
"8127",-2,4,3,3,3,3
"8129",1,5,-2,2,-4,-4
"8130",4,4,2,2,6,5
"8131",-3,4,3,1,9,9
"8132",-2,-1,-1,3,0,0
"8133",2,-1,1,3,0,0
"8134",3,4,-1,1,-1,-1
"8135",2,-1,1,1,1,1
"8136",-3,-1,2,1,-5,-5
"8137",4,-2,-2,3,2,2
"8138",2,-4,1,3,0,0
"8139",-2,-1,1,3,-1,-1
"8140",0,3,1,3,1,1
"8141",-2,-4,4,2,-9,-9
"8142",2,1,1,3,1,1
"8143",-4,1,-1,3,-1,-1
"8144",3,-5,-1,2,4,3
"8145",0,-4,1,2,-2,-2
"8146",-5,5,2,2,2,2
"8147",-1,-3,-2,2,2,2
"8148",2,-1,4,3,0,0
"8149",-3,-3,-1,2,0,0
"8150",4,1,-2,1,2,1
"8151",-4,1,0,3,-1,-1
"8152",5,3,3,2,7,7
"8153",2,-5,3,1,-13,-13
"8154",4,-4,1,1,0,0
"8155",2,1,0,1,2,2
"8156",4,3,-2,3,0,0
"8157",2,-3,0,1,2,2
"8158",3,0,-3,3,1,0
"8159",-4,1,4,1,0,0
"8161",-2,5,0,1,-2,-2
"8162",0,5,-1,2,-2,-2
"8163",-4,-1,-3,3,0,0
"8164",0,5,3,2,7,7
"8165",-1,-2,2,1,-5,-5
"8166",-1,-5,3,3,-5,-5
"8167",-4,3,2,2,1,1
"8168",1,-5,0,1,1,1
"8169",4,0,2,2,2,2
"8170",5,-4,-2,1,13,13
"8171",-5,-5,-3,1,10,10
"8172",0,5,3,3,5,5
"8173",0,-2,0,3,0,0
"8174",-2,3,-2,3,-2,-2
"8175",-2,-3,-3,3,2,2
"8176",-3,2,1,3,0,0
"8177",5,-2,0,2,2,2
"8178",1,0,-1,3,0,0
"8179",-2,0,-1,1,-2,-2
"8180",1,-2,2,3,-1,-1
"8181",-4,-3,-2,2,1,0
"8182",0,5,4,2,10,10
"8183",-5,5,1,3,0,0
"8184",-4,2,-3,2,-5,-4
"8185",-3,0,0,3,-1,0
"8186",-2,-1,2,1,-4,-4
"8187",-3,5,-2,3,-4,-4
"8188",-4,4,-2,3,-4,-4
"8189",-3,5,0,1,-3,-2
"8190",-1,5,-3,3,-5,-5
"8191",0,-2,-2,2,2,2
"8192",-4,-1,3,3,-2,-2
"8193",5,4,0,3,1,1
"8194",-5,0,2,2,-2,-2
"8195",3,0,3,1,3,2
"8196",-4,4,-1,3,-2,-2
"8197",3,-5,-1,1,8,8
"8198",-2,-4,-2,1,6,6
"8199",3,-4,-3,3,5,4
"8200",-1,-1,1,1,-2,-1
"8201",-2,-4,-1,2,1,0
"8202",1,1,2,3,1,1
"8203",-3,-3,1,2,-3,-2
"8204",-1,-3,4,1,-13,-13
"8205",5,4,-2,2,-1,-1
"8207",5,-1,0,2,2,2
"8208",-4,4,-2,1,-12,-12
"8209",1,-4,-2,2,4,4
"8210",3,2,1,1,5,4
"8211",-5,-2,4,3,-4,-3
"8212",5,-4,-2,3,4,4
"8213",4,-3,2,1,-2,-2
"8214",-3,-5,0,2,-1,-1
"8215",3,2,-1,1,1,1
"8216",-3,4,4,3,4,4
"8217",-1,-2,-2,1,3,3
"8218",-3,-3,1,2,-3,-2
"8219",3,-1,-3,1,6,5
"8220",-4,-1,3,1,-7,-7
"8221",-3,-1,-1,3,0,0
"8222",3,-3,4,1,-9,-9
"8223",-4,-4,0,1,-4,-3
"8224",1,-2,3,2,-2,-2
"8225",-5,-3,1,1,-8,-7
"8226",2,-1,3,3,0,0
"8227",0,1,2,1,2,2
"8228",-5,-3,-2,3,0,0
"8229",3,-2,4,1,-5,-5
"8230",-2,0,0,3,0,0
"8231",-2,4,4,3,4,4
"8232",1,0,-2,1,1,1
"8233",-5,-4,-2,2,1,1
"8234",3,-4,2,2,-2,-2
"8235",-1,-2,0,3,0,0
"8236",5,-3,-1,2,4,4
"8237",4,-3,2,1,-2,-2
"8238",4,0,4,3,1,1
"8239",5,5,4,3,8,8
"8240",-5,-3,4,1,-17,-17
"8241",0,5,-1,2,-2,-2
"8242",5,-5,2,3,-1,-1
"8243",-3,3,-2,3,-3,-3
"8244",2,-2,3,3,-1,-1
"8245",-3,1,1,2,-1,0
"8246",2,-3,4,2,-5,-5
"8247",0,-3,2,1,-6,-6
"8248",-5,-4,-2,3,1,1
"8249",3,-3,-2,3,3,3
"8250",-4,-4,-3,2,4,4
"8251",-2,0,3,2,-1,-1
"8252",-5,-1,2,3,-2,-2
"8253",-1,-1,4,2,-2,-2
"8254",-3,1,-2,2,-2,-2
"8255",5,-3,0,1,5,5
"8256",1,5,3,2,8,7
"8257",3,5,2,3,4,4
"8258",2,-3,2,1,-4,-4
"8259",4,2,-1,3,0,0
"8260",-5,-4,3,2,-8,-8
"8261",-2,0,-2,2,-1,-1
"8262",0,-2,-1,2,1,1
"8263",-4,-4,1,3,-2,-2
"8264",-3,-3,-2,1,3,3
"8265",0,1,0,3,0,0
"8266",0,-2,4,2,-4,-4
"8267",-5,1,-3,3,-2,-2
"8268",4,-5,4,1,-16,-15
"8269",2,-3,3,2,-3,-3
"8270",-4,-2,3,1,-10,-10
"8271",-2,-2,1,1,-4,-4
"8272",2,-4,-1,3,2,2
"8273",-3,-1,3,1,-6,-6
"8274",-2,1,0,2,-1,0
"8275",-4,0,-3,2,-2,-2
"8276",2,-3,-3,1,11,11
"8277",3,-5,-1,1,8,8
"8278",-1,-3,4,2,-6,-6
"8280",-2,2,2,2,1,1
"8283",0,-1,1,2,0,0
"8284",-3,-3,-2,3,1,1
"8285",3,-5,1,2,-1,-1
"8286",5,-4,3,2,-3,-3
"8287",-5,4,3,3,2,2
"8288",-5,2,3,1,1,2
"8289",-1,-1,-1,3,0,0
"8290",0,-5,1,3,-1,-1
"8291",2,-2,2,1,-2,-1
"8292",-5,2,1,3,-1,-1
"8293",-4,4,-1,2,-4,-4
"8295",-1,4,0,1,-1,-1
"8296",2,1,0,3,0,0
"8297",-5,3,1,2,-1,-1
"8298",0,-3,3,3,-3,-3
"8299",0,5,-1,3,-1,-1
"8300",-5,4,0,2,-2,-1
"8301",5,5,4,1,25,25
"8302",-1,-3,1,1,-4,-4
"8303",5,3,1,2,4,3
"8304",-3,3,3,1,6,5
"8305",-4,-4,-2,2,2,2
"8306",1,-2,1,1,-1,-1
"8307",0,3,2,3,2,2
"8308",2,1,2,1,4,3
"8309",5,5,-3,1,-10,-10
"8310",-1,5,0,3,0,0
"8311",1,5,3,1,16,16
"8312",-5,-1,-1,2,-2,-2
"8313",4,-3,4,2,-4,-4
"8314",3,4,-3,2,-4,-4
"8315",5,2,-3,2,0,0
"8316",5,2,-1,1,3,3
"8317",1,0,3,2,0,0
"8318",4,5,4,3,8,7
"8319",-1,2,-3,1,-7,-7
"8320",-5,-4,3,2,-8,-8
"8321",-1,0,4,3,0,0
"8322",-2,4,-2,1,-10,-9
"8323",-4,-5,3,3,-6,-6
"8324",2,-1,2,3,0,0
"8325",-1,5,0,1,-1,-2
"8326",-4,0,3,3,-1,-1
"8327",5,3,-2,2,0,0
"8328",2,-5,2,1,-8,-8
"8329",-3,1,2,3,0,0
"8330",3,-3,2,3,-1,-1
"8331",-1,-1,0,2,0,0
"8332",-2,2,0,1,-2,-2
"8333",5,2,2,3,3,2
"8334",-2,-2,2,3,-2,-2
"8335",-5,-3,-3,2,2,2
"8336",3,-5,-1,3,2,2
"8337",5,5,-3,1,-10,-10
"8339",5,3,-2,3,0,0
"8340",2,3,2,3,2,2
"8341",-5,-3,1,2,-4,-4
"8342",1,-2,2,1,-3,-2
"8343",-4,3,1,1,-1,-1
"8344",-5,0,3,2,-2,-2
"8345",-1,5,-2,2,-5,-5
"8346",5,0,1,1,5,5
"8347",2,1,3,3,1,1
"8348",5,0,-3,2,2,2
"8349",1,3,2,3,2,2
"8350",-3,5,-3,1,-18,-18
"8351",4,5,2,3,4,4
"8352",2,5,0,2,1,0
"8353",-3,4,4,2,6,6
"8354",2,4,-3,2,-5,-5
"8355",-4,4,-2,1,-12,-12
"8356",-1,2,-1,2,-1,-1
"8357",-3,1,-2,2,-2,-2
"8358",4,0,2,1,4,3
"8359",5,-1,4,1,1,1
"8360",4,-2,0,1,4,3
"8361",1,-4,-1,1,5,5
"8362",-4,5,2,1,6,5
"8363",4,3,-3,1,-5,-5
"8364",-2,5,1,1,3,3
"8365",0,2,-3,2,-3,-3
"8366",0,1,-1,2,0,0
"8367",-5,-1,-2,1,-3,-3
"8368",0,0,2,2,0,0
"8369",-2,-2,2,3,-2,-2
"8370",-3,4,-3,3,-5,-5
"8371",2,-2,3,3,-1,-1
"8372",5,3,-2,2,0,0
"8373",-3,0,3,3,-1,-1
"8374",5,1,-2,2,1,1
"8375",-3,0,3,3,-1,-1
"8376",5,0,-1,2,2,2
"8377",2,1,2,1,4,3
"8378",-4,-4,-1,3,0,0
"8379",3,1,2,1,5,4
"8380",5,-1,-2,1,7,7
"8382",-3,1,-2,1,-5,-5
"8383",-5,3,-1,1,-8,-7
"8384",-5,-1,2,2,-3,-3
"8385",-5,0,0,1,-5,-3
"8386",3,4,0,1,3,2
"8387",-2,4,2,1,6,6
"8388",-5,-3,0,2,-2,-2
"8389",3,-2,-1,1,5,5
"8390",2,4,-1,3,0,0
"8391",2,0,-1,1,2,2
"8392",4,4,3,2,8,8
"8393",2,-1,2,2,0,0
"8394",2,-5,4,3,-6,-6
"8395",-1,-5,-3,2,7,7
"8396",-2,1,-3,2,-2,-2
"8397",1,5,-1,1,-4,-4
"8398",2,-5,-1,2,3,3
"8399",-4,-3,1,1,-7,-7
"8400",-4,2,0,3,-1,-1
"8401",4,4,-2,3,-1,-1
"8402",0,-4,1,1,-4,-4
"8403",-3,5,2,2,3,3
"8404",-5,-4,0,2,-2,-2
"8405",2,0,4,3,0,0
"8406",0,5,-2,2,-5,-5
"8407",-4,0,1,2,-2,-2
"8409",0,-3,-1,1,3,3
"8410",2,-1,1,3,0,0
"8411",1,-1,4,1,-3,-3
"8412",-2,4,0,3,0,0
"8413",-1,-3,2,3,-2,-2
"8414",-2,0,-1,1,-2,-2
"8415",2,0,-2,3,0,0
"8416",0,3,4,1,12,12
"8417",1,-4,1,2,-1,-1
"8418",-3,4,4,3,4,4
"8419",-2,5,4,2,9,9
"8420",1,-1,4,3,-1,-1
"8421",-1,5,-3,1,-16,-16
"8422",4,-3,1,1,1,1
"8423",-4,-2,1,2,-3,-2
"8424",-1,-2,3,2,-3,-3
"8425",-1,-2,-2,2,1,1
"8426",5,-1,2,2,1,1
"8427",4,-5,-1,1,9,9
"8428",0,1,4,2,2,2
"8429",-4,-5,0,3,-1,-1
"8430",-1,1,-3,3,-1,-1
"8431",-5,3,3,2,2,2
"8432",2,3,2,3,2,2
"8433",-4,-3,-3,2,2,2
"8434",2,-5,-1,2,3,3
"8435",3,-1,4,3,0,0
"8436",-3,5,2,3,2,2
"8437",-4,2,0,2,-2,-2
"8438",3,4,2,2,5,5
"8439",-2,5,2,2,4,4
"8440",0,-4,4,3,-5,-5
"8441",4,-5,0,3,1,1
"8442",-5,3,4,1,7,7
"8443",1,5,3,3,5,5
"8444",4,1,-1,2,1,1
"8445",-5,-3,-2,1,1,1
"8446",5,2,-2,3,0,0
"8447",-2,-3,4,1,-14,-14
"8448",4,1,-2,2,1,1
"8449",3,-3,1,2,0,0
"8450",-4,0,3,3,-1,-1
"8451",0,2,-1,2,-1,-1
"8452",-5,-4,-2,3,1,1
"8453",-3,-2,2,2,-3,-3
"8455",-4,0,-1,2,-2,-2
"8456",-5,-2,0,1,-5,-5
"8457",-5,5,-3,3,-6,-6
"8458",5,-1,-1,3,2,2
"8459",-3,-3,0,3,-1,-1
"8460",2,3,-1,3,0,0
"8461",4,-4,-3,3,5,5
"8462",3,4,3,1,15,15
"8463",-3,-4,3,2,-7,-7
"8464",0,1,-3,1,-3,-2
"8465",-2,2,3,2,2,2
"8466",-1,0,0,1,-1,-1
"8467",-1,-1,-2,1,1,1
"8468",-5,0,0,3,-1,-1
"8469",0,-5,3,3,-5,-4
"8470",0,-5,4,2,-10,-10
"8471",-3,4,0,1,-3,-3
"8472",-5,-1,-3,3,0,0
"8473",-2,-3,0,2,-1,-1
"8474",2,-3,-2,1,8,8
"8475",-5,0,-2,2,-2,-2
"8476",-1,-4,0,2,0,0
"8477",-3,4,-1,1,-7,-7
"8478",1,-3,2,1,-5,-5
"8479",-2,4,4,3,4,4
"8480",-4,4,4,1,12,11
"8481",-3,-4,4,2,-9,-9
"8482",5,-2,1,3,1,0
"8483",0,2,0,2,0,0
"8484",-1,5,-1,1,-6,-6
"8485",-1,3,-1,2,-2,-2
"8486",2,-2,-3,2,4,4
"8487",3,-4,-2,3,3,3
"8488",-1,-1,-3,3,0,0
"8489",-2,5,3,2,6,6
"8490",-2,0,4,3,0,0
"8491",4,1,-3,1,1,0
"8492",4,2,0,2,2,2
"8493",3,3,-1,3,0,0
"8494",-5,-4,4,1,-21,-21
"8495",1,1,3,3,1,1
"8496",-1,-1,1,2,-1,-1
"8497",2,2,4,1,10,10
"8498",2,3,-1,2,0,0
"8499",5,-3,2,1,-1,-1
"8500",0,3,4,1,12,12
"8501",1,2,4,3,3,3
"8502",-2,-4,3,1,-14,-14
"8503",5,-2,3,1,-1,-1
"8504",5,3,2,2,5,5
"8505",5,4,2,3,4,4
"8506",-3,4,-2,3,-3,-3
"8507",2,1,0,3,0,0
"8508",-4,-3,4,3,-5,-5
"8509",-2,-2,3,1,-8,-8
"8510",2,2,3,3,2,2
"8511",3,0,2,3,1,1
"8512",-4,1,-2,3,-2,-2
"8513",5,0,1,1,5,5
"8514",5,2,4,2,6,6
"8515",-4,-2,-2,2,0,0
"8516",1,4,2,1,9,9
"8517",5,3,1,2,4,3
"8518",4,-2,4,2,-2,-2
"8519",2,-1,-2,3,1,1
"8520",1,4,3,1,13,12
"8521",3,1,3,3,2,2
"8522",-3,-2,-2,2,0,0
"8523",2,-1,0,2,1,1
"8524",4,4,1,2,4,3
"8525",1,-4,2,2,-3,-3
"8526",2,5,3,3,5,5
"8527",-4,3,-3,3,-4,-4
"8528",0,2,-3,2,-3,-3
"8529",1,-1,-3,1,4,4
"8530",-4,3,-3,2,-6,-6
"8531",-5,-5,-1,3,0,0
"8532",2,-5,3,3,-4,-4
"8535",-2,5,-2,2,-6,-5
"8536",-5,-3,-1,1,-2,-2
"8537",3,-2,2,1,-1,-1
"8538",-4,5,3,2,5,5
"8539",-3,5,-3,1,-18,-18
